,,All Donors,Kidney,Liver,Heart,Pancreas,Lung,Intestine
220135-NMB FALMOUTH HOSPITAL,,1,1,1,0,0,0,0
220163-N01 UMASS MEMORIAL HEALTH CARE- MEMORIAL CAMPUS,,5,4,4,0,1,2,0
220163-TX1 UNIV OF MASS. MEDICAL CENTER,,31,29,25,9,2,6,0
220171-TX1 LAHEY CLINIC,,20,20,20,10,2,6,0
223302-TX1 THE CHILDRENS HOSPITAL,,6,6,5,3,0,0,0
230002-NMB ST. MARY MERCY HOSPITAL IN LIVONIA,,3,3,3,2,2,2,0
230017-NMB BRONSON METHODIST HOSPITAL,,18,18,12,4,1,4,0
230019-N01 PROVIDENCE PARK HOSPITAL,,5,5,4,0,0,0,0
230020-NMB BEAUMONT HOSPITAL-DEARBORN,,9,6,7,1,0,1,0
230021-NMB LAKELAND REGIONAL MEDICAL CENTER-ST. JOSEPH,,4,4,4,1,1,1,0
230024-NMB SINAI HOSPITAL,,11,10,9,2,0,1,0
230029-NMB ST. JOSEPH MERCY-OAKLAND (PONTIAC),,10,8,8,0,0,1,0
230031-NMB LAKE HURON MEDICAL CENTER,,1,1,1,0,0,0,0
230032-NMB SPECTRUM HEALTH BLODGETT CAMPUS,,2,2,2,2,1,2,0
230036-NMB MIDMICHIGAN MEDICAL CENTER ALPENA,,1,1,1,0,0,0,0
230038-NMB SPECTRUM HEALTH BUTTERWORTH CAMPUS,,53,51,45,20,11,18,1
230041-NMB MCLAREN-BAY REGION,,5,4,4,0,0,1,0
230046-TX1 UNIVERSITY OF MICHIGAN HOSPITAL,,18,18,13,2,1,2,0
230047-NMB HENRY FORD MACOMB HOSPITAL,,4,2,3,0,0,0,0
230053-TX1 HENRY FORD HEALTH SYSTEM,,28,24,22,4,1,0,0
230054-NMB UP Health System – Marquette,,5,5,3,2,1,0,0
230055-NMB DICKINSON COUNTY HEALTHCARE SYSTEM,,1,1,1,0,0,0,0
230059-TX1 MERCY HEALTH SAINT MARY'S,,6,5,4,0,0,2,0
230070-NMB COVENANT HEALTHCARE SYSTEM,,10,8,9,3,1,3,0
230072-NMB HOLLAND COMMUNITY HOSPITAL,,3,3,2,0,0,0,0
230077-NMB ST. MARYS OF MICHIGAN - SAGINAW,,5,5,4,0,0,0,0
230092-NMB HENRY FORD ALLEGIANCE HEALTH,,12,11,11,1,0,1,0
230097-NMB MUNSON MEDICAL CENTER,,18,17,16,3,3,1,1
230104-TX1 HARPER UNIVERSITY HOSPITAL,,2,2,2,1,0,0,0
"230105-NMB MCLAREN-NORTHERN MICHIGAN, PETOSKEY CAMPUS",,3,2,2,0,0,0,0
230117-TX1 BORGESS MEDICAL CENTER,,9,8,9,0,0,3,0
230130-TX1 WILLIAM BEAUMONT HOSPITAL,,21,19,14,4,3,6,0
230132-TX1 HURLEY MEDICAL CENTER,,27,21,22,7,2,6,0
230141-NMB MCLAREN-FLINT,,10,9,8,2,0,2,0
230142-NMB BEAUMONT HOSPITAL-WAYNE,,4,3,4,2,2,2,0
230146-NMB HENRY FORD WYANDOTTE HOSPITAL,,4,4,4,0,0,0,0
230151-NMB BEAUMONT HOSPITAL-FARMINGTON HILLS BOTSFORD CAMPU,,2,2,2,0,0,0,0
230156-NMB ST. JOSEPH MERCY HOSPITAL IN ANN ARBOR,,10,9,8,2,0,1,0
230165-TX1 ST. JOHN HOSPITAL & MEDICAL CENTER,,13,10,11,6,2,3,0
230167-NMB MCLAREN-GREATER LANSING,,8,7,7,1,0,2,0
230176-NMB BEAUMONT HOSPITAL-TRENTON,,3,3,2,1,1,2,0
230193-NMB MCLAREN-LAPEER REGION,,1,1,1,1,1,1,0
"230195-NMB ST. JOHN MACOMB~OAKLAND HOSPITAL, MACOMB CENTER",,12,11,10,3,1,4,0
230197-NMB GENESYS REGIONAL MEDICAL CENTER,,4,4,1,1,0,1,0
230207-NMB MCLAREN-OAKLAND,,8,8,7,2,1,1,0
230217-NMB OAKLAWN HOSPITAL,,1,1,1,0,0,0,0
230222-NMB MIDMICHIGAN MEDICAL CENTER-MIDLAND,,5,5,5,1,2,3,0
230227-NMB MCLAREN MACOMB,,18,16,13,1,2,8,0
230230-NMB SPARROW HOSPITAL AND HEALTH SYSTEM,,26,26,21,12,4,11,0
230236-NMB METRO HEALTH HOSPITAL,,10,10,9,1,0,4,0
230239-NMB WAR MEMORIAL HOSPITAL,,3,3,2,0,0,1,0
230244-NMB GARDEN CITY HOSPITAL,,3,2,2,0,0,0,0
230254-NMB CRITTENTON HOSPITAL,,4,3,4,1,0,2,0
"230269-NMB BEAUMONT HEALTH SYSTEM, TROY CAMPUS",,9,7,6,0,0,2,0
230273-NMB DETROIT RECEIVING HOSPITAL,,11,9,9,0,1,0,0
230277-NMB HURON VALLEY-SINAI HOSPITAL,,4,4,2,0,0,0,0
233300-TX1 CHILDREN'S HOSPITAL OF MICHIGAN,,2,2,1,1,1,0,0
240001-NMB North Memorial Medical Center,,17,17,16,7,0,4,0
240002-NMB Essentia Health - St. Mary's (Duluth),,21,21,14,3,0,3,0
240004-TX1 Hennepin County Medical Center,,35,32,29,19,4,10,2
240010-TX1 Mayo Clinic Hospital -- Rochester,,22,20,19,6,1,6,0
240036-NMB St. Cloud Hospital,,14,14,10,5,0,5,0
240038-NMB United Hospital (St. Paul),,7,7,5,2,0,1,0
240047-NMB St. Luke's Hospital (Duluth),,6,6,6,2,0,2,0
240050-NMB FAIRVIEW LAKES REGIONAL MEDICAL CENTER,,1,0,1,0,0,0,0
240053-NMB Methodist Hospital (St. Louis Park),,2,2,2,0,0,1,0
240064-NMB Grand Itasca Clinic and Hospital,,1,1,1,1,0,0,0
240078-NMB Fairview Southdale Hospital (Edina),,9,9,7,5,0,4,0
240093-NMB Mayo Clinic Health System Mankato,,2,2,2,0,0,0,0
240100-NMB Sanford Bemidji Medical Center,,1,1,1,1,0,1,0
240106-NMB Regions Hospital,,33,32,26,9,2,4,0
240115-NMB Mercy Hospital (Coon Rapids),,16,15,14,3,0,4,0
240210-NMB St. John's Hospital (Healtheast),,1,1,0,1,0,1,0
240906-TX1 Abbott Northwestern Hospital,,23,23,18,4,1,6,0
243300-NMB Gillette Children's Specialty Healthcare,,3,3,2,1,1,1,1
243302-TX1 Children's Hospital and Clinics-Minneapolis,,3,3,2,2,1,1,0
250001-TX1 University of Mississippi Medical Center,,48,43,39,25,7,19,0
250004-NMB NORTH MISSISSIPPIS MEDICAL CENTER,,10,10,10,2,1,4,0
250007-NMB Merit Health Biloxi,,1,1,1,0,0,0,0
250019-NMB Memorial Hospital at Gulfport,,11,10,8,3,0,2,0
250032-NMB Merit Health River Region,,1,1,1,0,0,0,0
250034-NMB OXFORD LAFAYETTE CO HOSP,,2,1,1,0,0,1,0
250040-NMB Singing River Hospital,,3,2,2,0,0,1,0
250048-NMB St. Dominic Jackson Memorial Hospital,,19,14,11,3,0,4,0
250078-NMB Forrest General Hospital,,15,13,12,5,1,5,0
250082-NMB Delta Regional Medical Center,,1,0,1,0,0,0,0
250094-NMB Merit Health Wesley,,1,1,1,0,0,0,0
250100-NMB Golden Triangle Regional Medical Center,,1,0,1,0,0,0,0
250102-NMB Mississippi Baptist Medical Center,,8,4,7,0,0,2,0
250104-NMB Anderson Regional Medical Center,,1,1,1,0,0,0,0
250123-NMB Garden Park Medical Center,,2,1,2,1,0,0,0
250138-NMB Merit Health River Oaks,,3,1,3,0,0,0,0
250141-NMB BAPTIST MEMORIAL HOSPITAL - DESOTO,,2,2,0,0,0,0,0
250167-NMB Methodist Healthcare - Olive Branch Hospital,,4,3,2,1,1,1,0
260001-TX1 ST JOHN'S REGIONAL MEDICAL CTR,,9,9,7,4,0,4,0
260005-NMB ST JOSEPH HEALTH CTR/ST CHARLES,,1,1,1,1,1,1,0
260006-NMB Heartland Regional Medical Center,,13,13,8,3,1,5,0
260007-NMB Freeman Health System,,8,8,7,3,0,1,0
260009-NMB BOTHWELL REGIONAL HEALTH CTR,,2,2,1,1,0,0,0
260011-NMB ST MARY'S HEALTH CTR,,1,1,0,0,0,0,0
260020-TX1 MERCY HOSPITAL - ST. LOUIS,,24,22,18,10,2,7,0
260023-NMB MERCY HOSPITAL - JEFFERSON,,4,4,2,0,0,0,0
260027-TX1 RESEARCH MED CTR,,26,26,23,7,3,6,0
260032-NMB BARNES JEWISH HOSPITAL,,58,54,44,16,2,10,0
260040-NMB COXHealth,,18,17,14,7,2,5,1
260047-NMB CAPITAL REGION MEDICAL CENTER,,2,2,1,0,0,0,0
260048-NMB TRUMAN MED CTR,,12,11,7,6,0,5,0
260052-NMB MERCY HOSPITAL - WASHINGTON,,4,4,3,0,0,0,0
260062-NMB ST LUKE'S NORTH HOSPITAL,,4,4,2,0,0,0,0
260065-NMB ST JOHN'S REGIONAL HEALTH CTR,,29,23,24,11,3,8,1
260068-NMB BOONE HOSP CITR,,4,4,3,2,0,2,0
260077-NMB ST ANTHONY'S MED CTR,,22,22,16,6,1,9,0
260081-N01 ST CLARE HEALTH CENTER,,3,3,3,1,1,1,0
260085-NMB St. Joseph Medical Center,,1,1,1,1,0,1,0
"260091-NMB ST MARY'S HLTH CTR, CLAYTON",,1,1,1,1,1,1,0
260094-NMB SKAGGS COMM HOSP,,1,1,1,0,0,0,0
260095-NMB Centerpoint Medical Center,,20,20,15,7,1,6,0
260096-NMB NORTH KANSAS CITY HOSPITAL,,11,11,7,2,1,6,0
260104-TX1 DEPAUL HEALTH CENTER,,16,14,14,4,2,6,0
260105-TX1 ST LOUIS UNIVERSITY HOSPITAL,,47,41,39,16,3,12,0
260108-NMB MISSOURI BAPTIST HOSP,,4,3,3,0,0,1,0
260113-NMB MISSOURI DELTA MEDICAL CENTER,,1,1,1,0,0,0,0
260120-NMB POPLAR BLUFF REG MED CNTR NORTH (formerly 3 River,,3,3,1,0,0,0,0
260138-TX1 ST LUKE'S HOSP OF KANSAS CITY,,20,19,15,3,0,3,0
260141-TX1 UNIVERSITY HOSPITAL & CLINIC,,33,32,27,15,5,13,0
260177-NMB LIBERTY HOSP,,12,12,10,4,0,2,0
260179-NMB ST LUKE'S HOSP WEST,,2,2,2,0,0,0,0
260180-NMB CHRISTIAN HOSPITAL,,9,9,7,3,1,2,0
260183-NMB ST FRANCIS MED CTR - CAPE,,1,1,0,0,0,0,0
260190-NMB Lee's Summit Medical Center,,2,2,2,1,0,0,0
260191-NMB BARNES-JEWISH ST PETERS HOSP,,3,3,2,0,0,0,0
260193-NMB St. Mary's Medical Center,,1,1,0,0,0,0,0
260195-NMB CITIZENS MEMORIAL HOSP,,1,1,1,0,0,0,0
"260200-NMB ST JOSEPH HOSPITAL WEST, LAKE ST LOUIS",,2,2,1,1,0,0,0
260216-NMB Saint Luke's East Hospital,,2,2,1,0,0,1,0
263300-TX1 CARDINAL GLENNON CHILDRENS,,5,4,4,3,2,1,1
263301-TX1 ST LOUIS CHILDREN'S HOSPITAL,,3,3,2,2,2,1,1
263302-TX1 CHILDREN'S MERCY HOSPITAL,,12,12,7,6,1,0,0
270003-NMB ST PETERS HOSPITAL,,2,2,2,1,1,1,0
270004-NMB DEACONESS-MED CTR OF BILLINGS,,18,17,12,3,2,3,0
270013-NMB COLOMBUS HOSP,,11,10,8,3,0,2,0
270014-NMB ST PATRICK HOSPITAL,,9,9,8,3,0,3,0
270017-NMB ST JAMES COMMUNITY HOSPITAL,,2,2,1,1,0,0,0
270049-NMB St. Vincent Hospital & Health Center,,25,25,20,11,2,5,0
270051-NMB KALISPELL REGIONAL HOSPITAL,,5,5,5,0,0,2,0
270057-NMB BOZEMAN DEACONESS HOSPITAL,,1,1,1,0,0,1,0
280003-TX1 Bryan Medical Center (East Campus),,3,3,3,1,0,0,0
280005-NMB Bryan Medical Center (West Campus),,20,20,19,5,1,5,0
280009-NMB CHI Health Good Samaritan,,2,2,2,2,0,1,0
280013-TX1 Nebraska Medicine - Nebraska Medical Center,,36,33,26,12,1,5,0
280020-NMB CHI Health St. Elizabeth,,4,4,2,1,0,1,1
280023-NMB CHI Health St. Francis,,4,4,3,1,0,0,0
280032-NMB Mary Lanning Healthcare,,2,2,1,0,0,0,0
280040-NMB The Nebraska Methodist Hospital,,8,7,5,2,0,1,0
280060-NMB CHI Health Bergan Mercy Medical Center,,41,35,33,13,5,9,0
280061-NMB Regional West Medical Center,,2,2,2,1,1,0,0
280065-NMB Great Plains Regional Medical Center,,1,0,1,0,0,0,0
280081-NMB CHI Health Immanuel Medical Center,,2,2,0,0,0,0,0
280125-NMB Faith Regional Health Services,,1,1,1,0,0,0,0
280128-NMB CHI Health Nebraska Heart,,1,1,1,0,0,0,0
280132-NMB Nebraska Medicine - Bellevue,,1,1,1,0,0,0,0
283301-NMB Children's Hospital & Medical Center,,6,6,4,6,1,0,1
290001-NMB WASHOE MEDICAL CENTER,,52,49,38,19,5,16,0
290003-TX1 SUNRISE HOSPITAL AND MEDICAL CENTER,,87,80,70,28,7,33,0
290005-NMB North Vista Hospital,,1,1,0,0,0,1,0
"290007-TX1 UNIVERSITY MED. CTR, LAS VEGAS",,42,37,36,16,2,17,0
290009-NMB Saint Mary's Regional Medical Center,,3,3,2,1,0,0,0
290019-NMB Carson Tahoe Regional Medical Center,,4,4,3,0,0,0,0
290021-NMB VALLEY HOSPITAL MEDICAL CENTER,,15,15,15,5,0,8,0
290032-NMB Northern Nevada Medical Center,,3,3,1,1,0,0,0
290039-NMB Mountain View Hospital,,6,3,5,1,0,1,0
290041-NMB SUMMERLIN HOSPITAL,,6,5,6,2,1,2,0
290045-NMB ST ROSE SIENA HOSPITAL,,13,11,13,5,1,6,0
290046-NMB SPRING VALLEY HOSPITAL,,17,13,12,2,1,6,0
290047-NMB SOUTHERN HILLS,,6,5,6,1,0,3,0
290049-NMB Renown South Meadows Medical Center,,1,1,1,1,0,0,0
290053-NMB St Rose San Martin,,5,5,5,5,1,3,0
290054-NMB Centennial Hills Hospital,,13,10,10,3,0,4,0
300001-NMB CONCORD HOSPITAL,,15,14,14,2,0,2,0
300003-TX1 MARY HITCHCOCK MEMORIAL HOSP.,,5,5,5,0,0,2,0
300005-NMB LAKE REGION GENERAL HOSPITAL,,1,1,1,0,0,0,0
300011-NMB ST. JOSEPH HOSPITAL (NH),,1,1,1,1,0,0,0
300012-NMB ELLIOT HOSPITAL,,12,12,11,2,0,3,1
300018-NMB WENTWORTH-DOUGLASS HOSPITAL,,1,1,0,0,0,0,0
300019-NMB CHESHIRE MEDICAL CENTER,,1,1,1,0,0,0,0
300020-NMB SOUTHERN NEW HAMPSHIRE REGIONAL MEDICAL CENTER,,3,2,1,0,0,0,0
300023-NMB EXETER HOSPITAL,,3,3,2,0,0,1,0
300029-NMB PORTSMOUTH REGIONAL HOSPITAL,,14,14,12,3,0,8,0
300034-NMB CATHOLIC MEDICAL CENTER,,3,2,2,2,0,1,0
310001-NMB HACKENSACK UNIVERSITY MEDICAL CENTER,,11,11,9,2,2,4,0
310002-TX1 NEWARK BETH ISRAEL MEDICAL CTR,,6,5,5,1,0,0,0
310003-NMB PALISADES GENERAL HOSP ASSOC,,2,1,1,0,0,1,0
310005-NMB HUNTERDON MEDICAL CENTER,,2,2,2,0,0,0,0
310006-NMB ST. MARYS HOSP PASSAIC,,1,1,1,0,0,0,0
310008-NMB HOLY NAME HOSP,,2,2,2,1,0,1,0
310010-NMB MEDICAL CENTER AT PRINCETON,,3,3,3,0,0,1,0
310011-NMB CAPE REGIONAL MEDICAL CENTER,,2,2,1,0,0,0,0
310012-NMB VALLEY,,4,4,3,0,0,1,0
310014-NMB COOPER HOSP/UNIVERSITY MED CTR,,29,29,26,9,4,5,0
310015-NMB MORRISTOWN MEMORIAL HOSP,,12,11,11,5,6,2,1
310019-NMB ST JOSEPHS HOSP,,16,16,14,6,2,3,0
"310022-N03 VIRTUA- WEST JERSEY HEALTH SYSTEM, INC., VOORHEES",,2,2,1,0,0,1,0
310029-TX1 OUR LADY OF LOURDES HOSPITAL,,20,19,15,6,1,2,0
310031-NMB DEBORAH HEART LUNG CENTER,,1,1,1,1,0,0,0
310034-NMB RIVERVIEW MEDICAL CENTER,,1,1,1,0,0,0,0
310037-NMB HACKENSACK UNIV MED CTR AT PASCACK,,1,1,1,1,1,0,0
310038-NMB ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,,25,23,17,6,3,4,0
310039-NMB RARITAN BAY MEDICAL CENTER,,2,1,2,0,0,1,0
310040-NMB HOBOKEN UNIVERSITY MEDICAL CENTER,,4,4,3,2,2,2,0
310041-NMB COMMUNITY MEMORIAL HOSP,,5,5,4,1,0,1,0
310045-NMB ENGLEWOOD HOSP ASSOCIATION,,2,2,1,0,0,0,0
310047-NMB SHORE MEDICAL CENTER,,1,1,1,0,0,0,0
310048-NMB SOMERSET MEDICAL CENTER,,2,2,2,0,0,0,0
310050-NMB ST CLARES RIVERSIDE MEDICAL CT,,3,3,3,0,0,1,0
310051-NMB OVERLOOK HOSP,,5,5,4,0,0,0,0
310052-NMB BRICK HOSPITAL,,1,1,0,0,0,0,0
310054-NMB MOUNTAINSIDE HOSP,,1,1,1,0,0,0,0
"310057-NMB VIRTUA -MEMORIAL HOSPITAL BURLINGTON COUNTY, INC",,5,3,5,1,1,2,0
310060-NMB WARREN HOSP,,3,2,2,0,0,0,0
310061-NMB LOURDES MEDICAL CENTER OF BURLINGTON CO,,2,1,2,0,0,0,0
310064-N02 Atlanticare Regional Medical- Mainland,,7,7,6,2,2,1,0
310064-NMB Atlanticare Regional Medical- City Division,,20,17,18,5,0,3,0
310067-NMB DOVER GENERAL HOSP,,1,1,0,0,0,0,0
310070-NMB ST PETERS MED CENTER,,2,2,1,1,1,0,0
310072-NMB TRINITAS,,3,3,3,1,0,0,0
310073-NMB JERSEY SHORE MEDICAL CENTER,,24,24,18,4,3,3,0
310074-NMB JERSEY CITY MEDICAL CENTER,,12,11,12,4,1,2,0
310076-TX1 ST BARNABAS MEDICAL CENTER,,5,5,5,1,1,1,0
310083-NMB EAST ORANGE GENERAL HOSP,,1,1,1,0,0,0,0
310086-N01 KENNEDY MEM HOSP WASHINGTON TWP,,6,6,6,1,0,1,0
310087-N01 Inspira Medical Center Vineland,,7,5,6,1,0,1,0
310092-NMB HELENE FULD MEDICAL CENTER,,19,17,15,6,3,4,0
310096-NMB ST MICHAELS MEDICAL CENTER,,2,2,2,1,0,1,0
310108-NMB JOHN F KENNEDY MEDICAL CENTER,,7,6,3,0,0,0,0
310110-NMB HAMILTON HOSP,,4,4,4,1,0,2,0
310111-NMB CENTRASTATE MEDICAL CENTER,,1,1,1,0,0,1,0
310112-NMB BAYSHORE COMMUNITY HOSP,,2,0,2,0,0,0,0
310113-NMB SOUTHERN OCEAN MEDICAL CENTER,,1,1,1,1,0,0,0
"310117-NMB VIRTUA- WEST JERSEY HEALTH SYSTEM, INC., MARLTON",,3,1,3,1,0,0,0
310118-NMB MEADOWLANDS HOSP MEDICAL CENTER,,1,1,1,0,0,0,0
310119-TX1 UNIVERSITY HOSPITAL,,22,20,16,2,3,4,0
320001-TX1 UNIVERSITY OF NEW MEXICO HOSPITAL,,62,60,46,13,6,7,0
320002-NMB Christus Saint Vincent Regional Medical Center,,10,9,5,3,0,0,0
320004-NMB GERALD CHAMPION HOSP,,1,1,0,0,0,0,0
320005-NMB SAN JUAN REGIONAL MED CTR,,6,6,1,1,0,0,0
320006-NMB EASTERN NEW MEXICO MED CTR,,1,0,1,0,0,0,0
320009-NMB Lovelace (Heart) Medical Center,,11,11,8,0,0,0,0
320017-NMB Lovelace Womens Hospital,,1,1,1,0,0,0,0
320018-NMB Memorial Medical Center,,4,4,1,0,0,0,0
320021-NMB Rust Medical Center,,2,2,1,1,0,0,0
320021-TX1 NMPH - PRESBYTERIAN HOSP,,26,24,16,9,1,2,0
320085-NMB Mountain View Regional Medical Center,,4,4,1,1,0,1,0
320900-NMB KASEMAN PRESYTERIAN HOSPITAL,,1,1,1,0,0,0,0
330005-NMB MILLARD FILLMORE SUBURBAN,,7,7,2,2,1,2,0
330005-TX1 BUFFALO GENERAL HOSP,,24,23,20,8,5,5,0
330006-NMB St. Joseph's Medical Center,,2,2,2,1,1,1,0
330009-NMB BRONX-LEBANON HOSP CTR,,7,5,6,1,1,2,0
330011-NMB Our Lady of Lourdes Memorial Hospital,,1,1,1,0,0,0,0
330012-TX1 NYP/Columbia University Medical Center,,28,28,21,5,3,6,0
330013-TX1 Albany Medical Center,,44,39,33,17,5,10,0
330014-NMB Jamaica Hospital Medical Center,,14,13,13,4,0,0,0
33001A-NMB NYP/The Allen Hospital,,3,2,3,0,0,0,0
330023-NMB Vassar Brothers Medical Center,,20,20,19,3,0,2,0
330024-TX1 The Mount Sinai Hospital,,14,14,10,4,2,1,1
330027-NMB Nassau University Medical Center,,4,3,1,0,0,0,0
330028-NMB RICHMOND UNIVERSITY MEDICAL CENTER,,2,2,1,0,0,0,0
330030-NMB NEWARK WAYNE COMMUNITY HOSPITAL,,1,1,0,0,0,0,0
330043-NMB SOUTHSIDE HOSP,,33,33,24,2,0,1,0
330045-NMB HUNTINGTON HOSPITAL,,7,7,6,1,1,1,0
330046-TX1 Mount Sinai West,,8,7,5,1,0,1,0
330047-NMB St. Mary's Hospital-AMSTERDAM,,3,3,3,1,0,0,0
330055-NMB NewYork-Presbyterian/Queens,,7,4,6,0,1,0,0
330056-NMB Brooklyn Hospital Center,,3,3,3,0,0,0,0
330057-NMB St. Peter's Hospital,,3,3,1,0,0,0,0
330058-NMB GENEVA GENERAL HOSPITAL,,1,1,0,0,0,0,0
330059-TX1 Montefiore Medical Center - Moses Campus,,16,10,13,1,1,2,0
33005A-NMB Montefiore Medical Center - Einstein Campus,,7,5,4,1,0,1,0
330061-NMB NYP/Lawrence Hospital,,1,1,1,0,0,0,0
330064-NMB NYP/Lower Manhattan Hospital,,1,1,0,0,0,0,0
330065-NMB NIAGARA FALLS MEMORIAL MED CTR,,1,1,0,0,0,0,0
330067-NMB MidHudson Regional Hospital of Westchester Medica,,5,4,4,0,0,0,0
330072-NMB Montefiore medical Center - Wakefield Campus,,4,3,3,1,0,1,0
330073-NMB GENESEE MEMORIAL HOSPITAL,,1,1,1,0,0,0,0
330074-NMB FF THOMPSON HOSPITAL,,1,1,1,0,0,0,0
330076-NMB Staten Island University Hospital - South,,2,2,2,0,0,0,0
330078-NMB SISTERS OF CHARITY HOSPITAL,,1,1,0,0,0,0,0
330080-NMB NYC Health + Hospitals / Lincoln,,10,8,9,3,2,2,0
330090-NMB ARNOT OGDEN MEMORIAL HOSPITAL,,2,2,2,0,0,0,0
330094-NMB Columbia Memorial Hospital,,1,1,1,0,0,0,0
330101-TX1 NYP/Weill Cornell Medical Center,,8,7,6,1,1,4,0
330102-NMB KENMORE MERCY HOSPITAL,,1,1,1,0,0,1,0
330103-NMB OLEAN GENERAL HOSPITAL,,1,1,0,0,0,0,0
330104-NMB NYACK HOSPITAL,,5,4,4,0,0,1,0
330106-NMB NORTH SHORE UNIVERSITY HOSP MANHASSET,,16,14,9,2,2,3,0
330107-NMB Peconic Bay Medical Center,,3,2,2,0,0,0,0
330119-NMB LENOX HILL HOSPITAL,,9,8,8,2,0,1,0
330120-NMB Mount Sinai St. Luke's,,14,11,10,3,0,1,0
330125-NMB ROCHESTER GENERAL HOSPITAL,,6,6,3,2,1,1,0
330126-NMB ARDEN HILL HOSPITAL,,23,22,16,1,1,4,0
330127-NMB NYC Health + Hospitals / Jacobi,,11,10,9,2,0,0,0
330128-NMB NYC Health + Hospitals / Elmhurst,,12,8,9,3,0,4,0
330135-NMB BON SECOURS COMMUNITY HOSPITAL,,1,0,1,0,0,0,0
330136-NMB Bassett Healthcare - Cooperstown,,3,2,2,0,0,0,0
330140-NMB ST JOSEPH'S HOSPITAL HEALTH CENTER,,4,4,2,0,0,0,0
330141-NMB Brookhaven Memorial Hospital and Medical Center,,6,6,5,1,0,0,0
330153-NMB Ellis Hospital,,12,11,8,4,0,2,0
330157-NMB SAMARITAN MEDICAL CENTER,,1,1,1,0,0,0,0
330158-NMB Good Samaritan Regional Medical Center,,3,3,2,0,0,0,0
330159-NMB UPSTATE MEDICAL UNIVERSITY AT COMMUNITY GENERAL,,1,1,1,1,1,1,0
330160-NMB Staten Island University Hospital - North,,6,6,2,1,0,0,0
330167-NMB Winthrop-University Hospital,,3,3,2,0,0,1,0
330169-NMB Mount Sinai Beth Israel,,1,1,1,0,0,0,0
33016F-NMB VA Medical Center Bronx,,1,1,1,0,0,0,0
330180-NMB Samaritan Hospital,,3,3,2,1,0,0,0
330181-NMB Glen Cove Hospital,,3,2,2,0,0,0,0
330182-NMB ST. FRANCIS ROSLYN,,2,2,1,0,0,0,0
330184-NMB Montefiore Medical Center - New Rochelle Campus,,3,2,3,0,0,0,0
330185-NMB JOHN T MATHER MEMORIAL HOSP,,1,1,1,1,0,1,0
330191-NMB Glens Falls Hospital,,8,7,6,0,0,0,0
330193-NMB FLUSHING HOSPITAL MEDICAL CENTER,,4,3,4,0,0,0,0
330194-NMB MAIMONIDES MEDICAL CENTER,,10,6,9,0,0,1,0
330195-NMB Long Island Jewish Medical Center,,12,12,9,3,2,1,0
330196-NMB NYC Health + Hospitals / Coney Island,,3,2,2,1,0,0,0
330197-NMB Canton - Potsdam Hospital,,1,1,1,0,0,0,0
330198-NMB South Nassau Community Hospital,,10,10,5,2,0,1,0
330199-NMB NYC Health + Hospitals / Metropolitan,,3,2,3,0,0,0,0
330202-NMB NYC Health + Hospitals / Kings County,,5,4,4,1,0,0,0
330203-NMB CROUSE HOSPITAL,,3,3,3,1,0,0,0
330204-NMB NYC Health + Hospitals / Bellevue,,7,4,7,1,0,1,0
330208-NMB St. John's Riverside - Andrus Pavillion,,1,1,1,0,0,0,0
330209-NMB St. Luke's Cornwall Hospital - Newburgh Division,,3,2,2,0,0,0,0
330211-NMB CLAXTON HEPBURN MEDICAL CENTER,,1,1,0,0,0,0,0
330214-TX1 NYU MEDICAL CENTER-UNIV HOSP,,9,8,7,0,0,1,0
330215-NMB ROME MEMORIAL HOSPITAL,,1,1,0,0,0,0,0
330219-TX1 ERIE CO MEDICAL CENTER,,31,30,18,9,2,2,0
330221-NMB Wyckoff Heights Medical Center,,3,3,2,1,0,0,0
330222-NMB Saratoga Hospital,,4,4,3,1,1,0,0
330224-NMB Health Alliance Hudson Valley - Mary's Ave. Campu,,4,4,1,0,0,0,0
330231-NMB NYC Health + Hospitals / Queens,,2,2,2,1,0,0,0
330233-NMB Brookdale University Hospital and Medical Center,,19,16,16,3,3,2,0
330234-TX1 Westchester Medical Center,,29,28,21,6,2,3,0
330236-NMB New York Methodist Hospital,,8,7,6,2,1,3,0
330240-NMB NYC Health + Hospitals / Harlem,,9,7,9,3,2,1,0
330241-TX1 UPSTATE MEDICAL UNIVERSITY,,21,21,13,4,2,4,0
330246-NMB ST. CHARLES HOSPITAL,,2,2,1,1,1,0,0
330250-NMB CHAMPLAIN VALLEY PHYSICIANS,,2,2,2,0,0,0,0
330258-NMB Mount Sinai Queens,,5,5,4,0,0,1,0
330259-NMB Mercy Medical Center,,2,2,1,0,0,0,0
330261-NMB PHELPS MEMORIAL HOSPITAL,,4,4,4,0,0,0,0
330267-NMB NYP/Hudson Valley Hospital,,2,1,2,0,0,0,0
330273-NMB Putnam Hospital Center,,1,1,1,0,0,0,0
330279-NMB MERCY HOSPITAL,,22,22,8,5,1,2,0
330285-TX1 STRONG MEMORIAL HOSPITAL,,24,24,21,12,5,6,0
330286-NMB Good Samaritan Hospital Medical Center,,18,15,10,1,0,2,0
330304-NMB WHITEPLAINS HOSP MEDICAL CTR,,2,1,1,0,0,0,0
330306-NMB NYU Lutheran,,12,11,7,3,1,3,0
330331-NMB Plainview Hospital,,3,3,1,0,0,0,0
